p80,p81,p82,p83
15467.368,1772.6316,602.1053,406.3158
15297.895,1752.6316,595.7895,401.05264
15174.737,1738.9474,591.5789,397.89474
15377.895,1762.1052,598.9474,403.1579
16161.053,1851.579,629.4737,424.21054
16352.632,1873.6842,636.8421,429.4737
16192.632,1855.7894,630.5263,425.26315
15950.526,1827.3684,621.0526,418.94736
15233.685,1745.2632,593.6842,400
14284.211,1636.8422,556.8421,374.73685
13235.789,1516.8422,515.7895,347.3684
12540,1436.8422,488.42105,329.4737
12115.789,1388.421,471.57895,317.89474
11938.947,1368.421,465.26315,313.6842
11824.211,1354.7368,461.05264,310.5263
12074.737,1384.2106,470.5263,316.8421
12834.737,1470.5264,500,336.8421
14109.474,1616.8422,549.4737,370.5263
15010.526,1720,584.2105,393.6842
15411.579,1766.3158,600,404.21054
15576.842,1785.2632,606.3158,408.42105
15574.737,1785.2632,606.3158,408.42105
15420,1767.3684,601.0526,404.21054
15293.685,1752.6316,595.7895,401.05264
15127.368,1733.6842,589.4737,396.8421
14951.579,1713.6842,582.1053,392.6316
14811.579,1697.8948,576.8421,388.42105
15208.421,1743.1578,592.6316,398.94736
16024.211,1835.7894,624.2105,421.05264
16392.63,1878.9474,638.9474,430.5263
16296.842,1867.3684,634.7368,427.3684
16023.158,1835.7894,624.2105,421.05264
15501.053,1776.8422,604.2105,406.3158
14570.526,1669.4736,567.3684,382.10526
13638.947,1563.1578,531.5789,357.89474
12950.526,1484.2106,504.21054,340
12585.263,1442.1052,490.5263,330.5263
12392.632,1420,483.1579,325.26315
12383.158,1418.9474,482.10526,325.26315
12658.947,1450.5264,492.6316,332.6316
13472.632,1544.2106,525.2632,353.6842
14844.211,1701.0526,577.8947,389.4737
15823.158,1813.6842,616.8421,415.78946
16123.158,1847.3684,628.4211,423.1579
16133.685,1848.421,628.4211,423.1579
15983.158,1831.579,622.1053,420
15737.895,1803.1578,612.6316,412.6316
15566.315,1784.2106,606.3158,408.42105
15415.789,1766.3158,601.0526,404.21054
15240,1746.3158,593.6842,400
15161.053,1737.8948,590.5263,397.89474
15640,1792.6316,609.4737,410.5263
16335.789,1871.579,636.8421,428.42105
16505.264,1891.579,643.1579,433.6842
16437.895,1884.2106,640,431.57895
16111.579,1846.3158,627.3684,423.1579
15490.526,1774.7368,603.1579,406.3158
14551.579,1667.3684,567.3684,382.10526
13567.368,1554.7368,528.4211,355.78946
12729.474,1458.9474,495.78946,333.6842
12298.947,1409.4736,478.94736,323.1579
12024.211,1377.8948,468.42105,315.78946
12046.315,1381.0526,469.4737,315.78946
12338.947,1413.6842,481.05264,324.21054
13103.158,1501.0526,510.5263,344.21054
14530.526,1665.2632,566.3158,381.05264
15378.947,1762.1052,598.9474,403.1579
15764.211,1806.3158,613.6842,413.6842
15723.158,1802.1052,612.6316,412.6316
15687.368,1797.8948,611.5789,411.57895
15467.368,1772.6316,602.1053,406.3158
15350.526,1758.9474,597.8947,403.1579
15215.789,1744.2106,592.6316,398.94736
15105.263,1731.579,588.4211,396.8421
14897.895,1707.3684,580,390.5263
15405.263,1765.2632,600,404.21054
15851.579,1816.8422,617.8947,415.78946
15850.526,1816.8422,617.8947,415.78946
15729.474,1802.1052,612.6316,412.6316
15269.474,1749.4736,594.7368,401.05264
14734.737,1688.421,573.6842,386.3158
13951.579,1598.9474,543.1579,366.3158
13076.842,1498.9474,509.4737,343.1579
12334.737,1413.6842,480,324.21054
11754.737,1347.3684,457.89474,308.42105
11460,1313.6842,446.3158,301.05264
11236.842,1287.3684,437.89474,294.73685
11290.526,1293.6842,440,296.8421
11598.947,1329.4736,451.57895,304.21054
12137.895,1390.5264,472.6316,318.94736
12465.263,1428.421,485.26315,327.3684
12944.211,1483.1578,504.21054,340
13304.211,1525.2632,517.8947,349.4737
13448.421,1541.0526,524.2105,352.6316
13360,1531.579,520,350.5263
13282.105,1522.1052,517.8947,348.42105
13032.632,1493.6842,507.3684,342.10526
12941.053,1483.1578,504.21054,340
13116.842,1503.1578,510.5263,344.21054
13665.263,1566.3158,532.6316,358.94736
14122.105,1617.8948,550.5263,370.5263
14314.737,1641.0526,557.8947,375.78946
14082.105,1613.6842,548.4211,369.4737
13846.315,1587.3684,538.9474,363.1579
13321.053,1526.3158,518.9474,349.4737
12695.789,1454.7368,494.73685,333.6842
11993.685,1374.7368,467.3684,314.73685
11392.632,1305.2632,444.21054,298.94736
10911.579,1250.5264,425.26315,286.3158
10672.632,1223.1578,415.78946,280
10562.105,1210.5264,411.57895,276.8421
10527.368,1206.3158,410.5263,275.78946
10771.579,1234.7368,420,283.1579
11050.526,1266.3158,430.5263,290.5263
11334.737,1298.9474,441.05264,297.89474
11794.737,1351.579,458.94736,309.4737
12360,1416.8422,481.05264,324.21054
12595.789,1443.1578,490.5263,330.5263
12722.105,1457.8948,495.78946,333.6842
12840,1471.579,500,336.8421
12845.263,1472.6316,500,336.8421
12863.158,1474.7368,501.05264,337.89474
13154.737,1507.3684,512.6316,345.26315
13831.579,1585.2632,538.9474,363.1579
14535.789,1665.2632,566.3158,381.05264
14767.368,1692.6316,574.7368,387.3684
14614.737,1674.7368,569.4737,383.1579
14324.211,1642.1052,557.8947,375.78946
13860,1588.421,540,364.21054
13176.842,1510.5264,513.6842,346.3158
12317.895,1411.579,480,323.1579
11793.685,1351.579,458.94736,309.4737
11529.474,1321.0526,449.4737,302.10526
11240,1288.421,437.89474,294.73685
11283.158,1293.6842,440,295.78946
11614.737,1331.579,452.6316,305.26315
12498.947,1432.6316,487.3684,328.42105
13987.368,1603.1578,545.2632,367.3684
15083.158,1728.421,587.3684,395.78946
15629.474,1791.579,608.4211,410.5263
15794.737,1810.5264,614.7368,414.73685
15981.053,1831.579,622.1053,418.94736
15942.105,1827.3684,621.0526,417.89474
15905.263,1823.1578,620,417.89474
15876.842,1818.9474,618.9474,416.8421
15663.158,1794.7368,610.5263,411.57895
15715.789,1801.0526,612.6316,412.6316
16157.895,1851.579,629.4737,424.21054
16864.21,1932.6316,656.8421,442.10526
16885.264,1934.7368,657.8947,443.1579
16710.525,1914.7368,650.5263,438.94736
16284.211,1866.3158,634.7368,427.3684
15537.895,1781.0526,605.2632,407.3684
14553.685,1668.421,567.3684,382.10526
13472.632,1544.2106,525.2632,353.6842
12710.526,1456.8422,494.73685,333.6842
12266.315,1406.3158,477.89474,322.10526
12038.947,1380,469.4737,315.78946
11965.263,1371.579,466.3158,313.6842
12218.947,1400,475.78946,321.05264
13031.579,1493.6842,507.3684,342.10526
14497.895,1661.0526,565.2632,380
15610.526,1788.421,608.4211,409.4737
16054.737,1840,625.2632,421.05264
16226.315,1860,631.5789,426.3158
16291.579,1867.3684,634.7368,427.3684
16203.158,1856.8422,631.5789,425.26315
16195.789,1855.7894,630.5263,425.26315
16225.263,1858.9474,631.5789,426.3158
16206.315,1856.8422,631.5789,425.26315
16256.842,1863.1578,633.6842,426.3158
16667.37,1909.4736,649.4737,437.89474
17090.525,1957.8948,665.2632,448.42105
17049.475,1953.6842,664.2105,447.3684
16805.264,1926.3158,654.7368,441.05264
16346.315,1873.6842,636.8421,429.4737
15638.947,1792.6316,609.4737,410.5263
14631.579,1676.8422,569.4737,384.21054
13535.789,1551.579,527.3684,354.73685
12670.526,1452.6316,493.6842,332.6316
12198.947,1397.8948,474.73685,320
12004.211,1375.7894,467.3684,314.73685
11861.053,1358.9474,462.10526,311.57895
12084.211,1385.2632,470.5263,316.8421
12854.737,1472.6316,501.05264,337.89474
14253.685,1633.6842,554.7368,373.6842
15494.737,1775.7894,603.1579,406.3158
15858.947,1817.8948,617.8947,415.78946
16068.421,1841.0526,626.3158,422.10526
16115.789,1846.3158,627.3684,423.1579
16032.632,1836.8422,624.2105,421.05264
15967.368,1829.4736,622.1053,418.94736
15953.685,1828.421,621.0526,418.94736
15883.158,1820,618.9474,416.8421
15876.842,1818.9474,618.9474,416.8421
16402.105,1878.9474,638.9474,430.5263
16847.37,1930.5264,655.7895,442.10526
16864.21,1932.6316,656.8421,442.10526
16625.264,1905.2632,647.3684,436.8421
16251.579,1862.1052,632.6316,426.3158
15604.211,1788.421,607.3684,409.4737
14620,1675.7894,569.4737,384.21054
13516.842,1549.4736,526.3158,354.73685
12784.211,1465.2632,497.89474,335.78946
12208.421,1398.9474,475.78946,320
11971.579,1371.579,466.3158,313.6842
11888.421,1362.1052,463.1579,311.57895
12132.632,1390.5264,472.6316,318.94736
12948.421,1484.2106,504.21054,340
14333.685,1642.1052,557.8947,375.78946
15472.632,1772.6316,603.1579,406.3158
15880,1820,618.9474,416.8421
15968.421,1829.4736,622.1053,418.94736
16027.368,1836.8422,624.2105,421.05264
16036.842,1837.8948,624.2105,421.05264
15920,1824.2106,620,417.89474
15817.895,1812.6316,615.7895,414.73685
15681.053,1796.8422,610.5263,411.57895
15690.526,1797.8948,611.5789,411.57895
16073.685,1842.1052,626.3158,422.10526
16644.21,1907.3684,648.4211,436.8421
16741.053,1918.9474,652.6316,438.94736
16609.475,1903.1578,647.3684,435.78946
16222.105,1858.9474,631.5789,425.26315
15634.737,1791.579,609.4737,410.5263
14665.263,1681.0526,571.5789,385.26315
13684.211,1568.421,532.6316,358.94736
12892.632,1477.8948,502.10526,337.89474
12425.263,1424.2106,484.21054,326.3158
12194.737,1397.8948,474.73685,320
12141.053,1391.579,472.6316,318.94736
12287.368,1408.421,478.94736,322.10526
13098.947,1501.0526,510.5263,344.21054
14491.579,1661.0526,564.2105,380
15392.632,1764.2106,600,404.21054
15762.105,1806.3158,613.6842,413.6842
15734.737,1803.1578,612.6316,412.6316
15645.263,1792.6316,609.4737,410.5263
15488.421,1774.7368,603.1579,406.3158
15196.842,1742.1052,591.5789,398.94736
15097.895,1730.5264,588.4211,395.78946
14940,1711.579,582.1053,392.6316
14830.526,1700,577.8947,389.4737
15241.053,1746.3158,593.6842,400
15865.263,1817.8948,617.8947,416.8421
16050.526,1838.9474,625.2632,421.05264
15783.158,1808.421,614.7368,414.73685
15569.474,1784.2106,606.3158,408.42105
15029.474,1722.1052,585.2632,394.73685
14226.315,1630.5264,553.6842,373.6842
13390.526,1534.7368,522.1053,351.57895
12633.685,1448.421,492.6316,331.57895
12065.263,1383.1578,470.5263,316.8421
11856.842,1358.9474,462.10526,311.57895
11700,1341.0526,455.78946,307.3684
11889.474,1362.1052,463.1579,311.57895
12190.526,1396.8422,474.73685,320
12737.895,1460,495.78946,334.73685
13217.895,1514.7368,514.7368,347.3684
13670.526,1566.3158,532.6316,358.94736
13944.211,1597.8948,543.1579,366.3158
13883.158,1591.579,541.0526,364.21054
13727.368,1573.6842,534.7368,360
13549.474,1552.6316,527.3684,355.78946
13191.579,1511.579,513.6842,346.3158
13015.789,1491.579,507.3684,342.10526
13018.947,1491.579,507.3684,342.10526
13541.053,1551.579,527.3684,355.78946
14447.368,1655.7894,563.1579,378.94736
14709.474,1685.2632,572.6316,386.3158
14521.053,1664.2106,565.2632,381.05264
14390.526,1649.4736,561.0526,377.89474
13927.368,1595.7894,542.1053,365.26315
13384.211,1533.6842,521.0526,351.57895
12627.368,1447.3684,491.57895,331.57895
12149.474,1392.6316,473.6842,318.94736
11662.105,1336.8422,454.73685,306.3158
11416.842,1308.421,445.26315,300
11302.105,1295.7894,440,296.8421
11340,1300,442.10526,297.89474
11436.842,1310.5264,445.26315,300
11751.579,1346.3158,457.89474,308.42105
12015.789,1376.8422,468.42105,315.78946
12349.474,1415.7894,481.05264,324.21054
12664.211,1451.579,493.6842,332.6316
12811.579,1468.421,498.94736,335.78946
12769.474,1463.1578,497.89474,334.73685
12723.158,1457.8948,495.78946,333.6842
12647.368,1449.4736,492.6316,331.57895
12550.526,1438.9474,488.42105,329.4737
12627.368,1447.3684,491.57895,331.57895
13230.526,1515.7894,515.7895,347.3684
14229.474,1630.5264,554.7368,373.6842
14678.947,1682.1052,571.5789,385.26315
14607.368,1673.6842,569.4737,383.1579
14407.368,1651.579,561.0526,377.89474
14007.368,1605.2632,545.2632,367.3684
13354.737,1530.5264,520,350.5263
12509.474,1433.6842,487.3684,328.42105
12003.158,1375.7894,467.3684,314.73685
11658.947,1335.7894,453.6842,306.3158
11467.368,1313.6842,446.3158,301.05264
11489.474,1316.8422,447.3684,301.05264
11732.632,1344.2106,456.8421,308.42105
12591.579,1443.1578,490.5263,330.5263
14074.737,1612.6316,548.4211,369.4737
15222.105,1744.2106,592.6316,400
15732.632,1803.1578,612.6316,412.6316
15910.526,1823.1578,620,417.89474
15954.737,1828.421,621.0526,418.94736
15804.211,1811.579,615.7895,414.73685
15754.737,1805.2632,613.6842,413.6842
15650.526,1793.6842,609.4737,410.5263
15578.947,1785.2632,607.3684,408.42105
15592.632,1786.3158,607.3684,409.4737
16004.211,1833.6842,623.1579,420
16568.422,1898.9474,645.2632,434.73685
16691.578,1912.6316,650.5263,437.89474
16608.422,1903.1578,647.3684,435.78946
16213.685,1857.8948,631.5789,425.26315
15562.105,1783.1578,606.3158,408.42105
14553.685,1668.421,567.3684,382.10526
13448.421,1541.0526,524.2105,352.6316
12712.632,1456.8422,494.73685,333.6842
12221.053,1401.0526,475.78946,321.05264
11871.579,1361.0526,462.10526,311.57895
11863.158,1360,462.10526,311.57895
12080,1384.2106,470.5263,316.8421
12755.789,1462.1052,496.8421,334.73685
14160,1622.1052,551.5789,371.57895
15292.632,1752.6316,595.7895,401.05264
15792.632,1809.4736,614.7368,414.73685
15974.737,1830.5264,622.1053,418.94736
16058.947,1840,625.2632,421.05264
16013.685,1834.7368,624.2105,420
15984.211,1831.579,623.1579,420
15971.579,1830.5264,622.1053,418.94736
15836.842,1814.7368,616.8421,415.78946
15987.368,1831.579,623.1579,420
16436.842,1883.1578,640,431.57895
16858.947,1931.579,656.8421,442.10526
16790.525,1924.2106,653.6842,441.05264
16642.105,1907.3684,648.4211,436.8421
16246.315,1862.1052,632.6316,426.3158
15618.947,1790.5264,608.4211,409.4737
14657.895,1680,570.5263,384.21054
13534.737,1551.579,527.3684,354.73685
12710.526,1456.8422,494.73685,333.6842
12191.579,1396.8422,474.73685,320
11898.947,1364.2106,463.1579,312.6316
11808.421,1353.6842,460,309.4737
12055.789,1382.1052,469.4737,316.8421
12727.368,1458.9474,495.78946,333.6842
13987.368,1603.1578,545.2632,367.3684
14993.685,1717.8948,584.2105,393.6842
15662.105,1794.7368,610.5263,411.57895
15926.315,1825.2632,620,417.89474
16042.105,1838.9474,625.2632,421.05264
16016.842,1835.7894,624.2105,420
15809.474,1811.579,615.7895,414.73685
15877.895,1820,618.9474,416.8421
15808.421,1811.579,615.7895,414.73685
15713.685,1801.0526,612.6316,412.6316
16187.368,1854.7368,630.5263,425.26315
16676.842,1910.5264,649.4737,437.89474
16620,1904.2106,647.3684,435.78946
16401.053,1880,638.9474,430.5263
16081.053,1843.1578,626.3158,422.10526
15532.632,1780,605.2632,407.3684
14689.474,1683.1578,572.6316,385.26315
13600,1558.9474,529.4737,356.8421
12732.632,1458.9474,495.78946,333.6842
12287.368,1408.421,478.94736,322.10526
11893.685,1363.1578,463.1579,312.6316
11746.315,1346.3158,457.89474,308.42105
11778.947,1349.4736,458.94736,309.4737
12041.053,1380,469.4737,315.78946
12371.579,1417.8948,482.10526,324.21054
12687.368,1453.6842,494.73685,332.6316
13138.947,1506.3158,511.57895,345.26315
13608.421,1560,530.5263,356.8421
13963.158,1600,544.2105,366.3158
14136.842,1620,550.5263,370.5263
13885.263,1591.579,541.0526,364.21054
13576.842,1555.7894,528.4211,356.8421
13317.895,1526.3158,518.9474,349.4737
13180,1510.5264,513.6842,346.3158
13490.526,1546.3158,525.2632,353.6842
13870.526,1589.4736,540,364.21054
14034.737,1608.421,546.3158,368.42105
14108.421,1616.8422,549.4737,370.5263
14075.789,1612.6316,548.4211,369.4737
13914.737,1594.7368,542.1053,365.26315
13533.685,1551.579,527.3684,354.73685
12987.368,1488.421,506.3158,341.05264
12457.895,1427.3684,485.26315,327.3684
12080,1384.2106,470.5263,316.8421
11951.579,1369.4736,465.26315,313.6842
11923.158,1366.3158,464.21054,312.6316
12167.368,1394.7368,473.6842,318.94736
12640,1448.421,492.6316,331.57895
13271.579,1521.0526,516.8421,348.42105
13631.579,1562.1052,530.5263,357.89474
13973.685,1601.0526,544.2105,366.3158
14157.895,1622.1052,551.5789,371.57895
14191.579,1626.3158,552.6316,372.6316
14072.632,1612.6316,548.4211,369.4737
13885.263,1591.579,541.0526,364.21054
13637.895,1563.1578,531.5789,357.89474
13471.579,1544.2106,525.2632,353.6842
13415.789,1537.8948,522.1053,352.6316
14141.053,1620,550.5263,371.57895
15007.368,1720,584.2105,393.6842
15400,1765.2632,600,404.21054
15460,1771.579,602.1053,405.26315
15241.053,1746.3158,593.6842,400
14932.632,1711.579,582.1053,391.57895
14289.474,1637.8948,556.8421,374.73685
13509.474,1548.421,526.3158,354.73685
12792.632,1466.3158,497.89474,335.78946
12305.263,1410.5264,478.94736,323.1579
12018.947,1377.8948,468.42105,315.78946
11909.474,1365.2632,464.21054,312.6316
11975.789,1372.6316,466.3158,314.73685
12247.368,1403.1578,476.8421,321.05264
12673.685,1452.6316,493.6842,332.6316
13080,1498.9474,509.4737,343.1579
13528.421,1550.5264,527.3684,354.73685
13688.421,1568.421,533.6842,358.94736
13712.632,1571.579,533.6842,360
13588.421,1556.8422,529.4737,356.8421
13316.842,1526.3158,518.9474,349.4737
12876.842,1475.7894,502.10526,337.89474
12762.105,1462.1052,496.8421,334.73685
12738.947,1460,495.78946,334.73685
13348.421,1529.4736,520,350.5263
14276.842,1635.7894,555.7895,374.73685
14655.789,1680,570.5263,384.21054
14626.315,1675.7894,569.4737,384.21054
14569.474,1669.4736,567.3684,382.10526
14295.789,1637.8948,556.8421,374.73685
13647.368,1564.2106,531.5789,357.89474
12888.421,1476.8422,502.10526,337.89474
12201.053,1397.8948,475.78946,320
11736.842,1345.2632,456.8421,308.42105
11476.842,1315.7894,447.3684,301.05264
11327.368,1297.8948,441.05264,296.8421
11311.579,1295.7894,441.05264,296.8421
11400,1306.3158,444.21054,298.94736
11675.789,1337.8948,454.73685,306.3158
11868.421,1360,462.10526,311.57895
12294.737,1409.4736,478.94736,323.1579
12810.526,1468.421,498.94736,335.78946
13177.895,1510.5264,513.6842,346.3158
13390.526,1534.7368,522.1053,351.57895
13569.474,1554.7368,528.4211,355.78946
13631.579,1562.1052,530.5263,357.89474
13663.158,1565.2632,532.6316,358.94736
13966.315,1601.0526,544.2105,366.3158
14665.263,1680,571.5789,385.26315
15377.895,1762.1052,598.9474,403.1579
15671.579,1795.7894,610.5263,411.57895
15560,1783.1578,606.3158,408.42105
15277.895,1750.5264,594.7368,401.05264
14701.053,1685.2632,572.6316,386.3158
13954.737,1598.9474,543.1579,366.3158
13020,1492.6316,507.3684,342.10526
12420,1423.1578,484.21054,326.3158
12123.158,1389.4736,472.6316,317.89474
12000,1375.7894,467.3684,314.73685
12050.526,1381.0526,469.4737,315.78946
12434.737,1425.2632,484.21054,326.3158
13330.526,1527.3684,518.9474,349.4737
14908.421,1708.421,581.0526,391.57895
16028.421,1836.8422,624.2105,421.05264
16471.578,1887.3684,642.1053,432.6316
16531.578,1894.7368,644.2105,433.6842
16530.525,1894.7368,644.2105,433.6842
16438.947,1884.2106,640,431.57895
16293.685,1867.3684,634.7368,427.3684
16176.842,1853.6842,630.5263,424.21054
15928.421,1825.2632,620,417.89474
15813.685,1812.6316,615.7895,414.73685
16607.37,1903.1578,647.3684,435.78946
17545.264,2010.5264,683.1579,460
17947.37,2056.842,698.9474,470.5263
17953.684,2056.842,698.9474,471.57895
17572.63,2013.6842,684.2105,461.05264
16972.63,1945.2632,661.0526,445.26315
15838.947,1814.7368,616.8421,415.78946
14603.158,1673.6842,568.4211,383.1579
13737.895,1574.7368,534.7368,361.05264
13171.579,1509.4736,512.6316,345.26315
12925.263,1481.0526,503.1579,338.94736
12842.105,1471.579,500,336.8421
13144.211,1506.3158,511.57895,345.26315
13966.315,1600,544.2105,366.3158
15452.632,1770.5264,602.1053,405.26315
16372.632,1876.8422,637.8947,429.4737
16634.736,1906.3158,648.4211,436.8421
16492.63,1890.5264,642.1053,432.6316
16372.632,1876.8422,637.8947,429.4737
16111.579,1846.3158,627.3684,423.1579
15844.211,1815.7894,616.8421,415.78946
15674.737,1795.7894,610.5263,411.57895
15460,1771.579,602.1053,405.26315
15300,1753.6842,595.7895,401.05264
15994.737,1832.6316,623.1579,420
17051.578,1953.6842,664.2105,447.3684
17407.37,1994.7368,677.8947,456.8421
17351.578,1988.421,675.7895,455.78946
17115.79,1961.0526,666.3158,449.4737
16422.105,1882.1052,640,430.5263
15329.474,1756.8422,596.8421,402.10526
14220,1629.4736,553.6842,373.6842
13411.579,1536.8422,522.1053,351.57895
12873.685,1475.7894,501.05264,337.89474
12594.737,1443.1578,490.5263,330.5263
12587.368,1443.1578,490.5263,330.5263
12898.947,1477.8948,502.10526,338.94736
13693.685,1569.4736,533.6842,358.94736
15215.789,1743.1578,592.6316,398.94736
16181.053,1854.7368,630.5263,424.21054
16474.736,1888.421,642.1053,432.6316
16472.63,1888.421,642.1053,432.6316
16568.422,1898.9474,645.2632,434.73685
16487.37,1889.4736,642.1053,432.6316
16401.053,1880,638.9474,430.5263
16414.736,1881.0526,638.9474,430.5263
16531.578,1894.7368,644.2105,433.6842
16689.475,1912.6316,650.5263,437.89474
17520,2007.3684,682.1053,460
18158.947,2081.0527,707.3684,476.8421
18187.37,2084.2104,708.4211,476.8421
18097.895,2073.6843,705.2632,474.73685
17745.264,2033.6842,691.5789,465.26315
17065.264,1955.7894,665.2632,447.3684
15976.842,1831.579,622.1053,418.94736
14712.632,1686.3158,572.6316,386.3158
13874.737,1590.5264,540,364.21054
13322.105,1527.3684,518.9474,349.4737
13005.263,1490.5264,506.3158,341.05264
12951.579,1484.2106,504.21054,340
13283.158,1522.1052,517.8947,348.42105
14146.315,1621.0526,551.5789,371.57895
15616.842,1789.4736,608.4211,409.4737
16676.842,1911.579,649.4737,437.89474
17089.475,1958.9474,665.2632,448.42105
17245.264,1976.8422,671.5789,452.6316
17292.63,1982.1052,673.6842,453.6842
17323.158,1985.2632,674.7368,454.73685
17210.525,1972.6316,670.5263,451.57895
17210.525,1972.6316,670.5263,451.57895
17126.316,1962.1052,667.3684,449.4737
17153.684,1965.2632,668.4211,450.5263
17926.316,2053.6843,697.8947,470.5263
18588.422,2129.4736,724.2105,487.3684
18847.37,2160,733.6842,494.73685
18812.63,2155.7896,732.6316,493.6842
18513.684,2122.1052,721.0526,486.3158
17908.422,2052.6316,697.8947,470.5263
16840,1930.5264,655.7895,442.10526
15714.737,1801.0526,612.6316,412.6316
14728.421,1688.421,573.6842,386.3158
14252.632,1633.6842,554.7368,373.6842
14030.526,1608.421,546.3158,368.42105
13891.579,1592.6316,541.0526,364.21054
14222.105,1629.4736,553.6842,373.6842
15082.105,1728.421,587.3684,395.78946
16545.264,1895.7894,644.2105,434.73685
17690.525,2027.3684,689.4737,464.21054
18037.895,2067.3684,703.1579,473.6842
18150.525,2080,707.3684,476.8421
18089.475,2072.6316,704.2105,474.73685
17893.684,2050.5264,696.8421,469.4737
17668.422,2025.2632,688.4211,464.21054
17456.842,2001.0526,680,457.89474
17246.316,1976.8422,671.5789,452.6316
17288.422,1981.0526,673.6842,453.6842
18135.79,2077.8948,706.3158,475.78946
18985.264,2175.7896,740,497.89474
19153.684,2194.7368,746.3158,503.1579
18969.475,2173.6843,738.9474,497.89474
18675.79,2140,727.3684,490.5263
18129.475,2077.8948,706.3158,475.78946
17237.895,1975.7894,671.5789,452.6316
16077.895,1843.1578,626.3158,422.10526
15208.421,1743.1578,592.6316,398.94736
14513.685,1663.1578,565.2632,381.05264
14286.315,1636.8422,556.8421,374.73685
14034.737,1608.421,546.3158,368.42105
14152.632,1622.1052,551.5789,371.57895
14478.947,1658.9474,564.2105,380
15044.211,1724.2106,586.3158,394.73685
15510.526,1777.8948,604.2105,407.3684
15988.421,1832.6316,623.1579,420
16267.368,1864.2106,633.6842,427.3684
16167.368,1852.6316,629.4737,424.21054
16017.895,1835.7894,624.2105,420
15648.421,1793.6842,609.4737,410.5263
15300,1753.6842,595.7895,401.05264
15043.158,1724.2106,586.3158,394.73685
15142.105,1734.7368,589.4737,397.89474
15981.053,1831.579,622.1053,418.94736
17075.79,1956.8422,665.2632,448.42105
17415.79,1995.7894,677.8947,456.8421
17378.947,1991.579,676.8421,455.78946
17230.525,1974.7368,671.5789,452.6316
16898.947,1936.8422,657.8947,443.1579
16276.842,1865.2632,633.6842,427.3684
15340,1757.8948,597.8947,402.10526
14665.263,1681.0526,571.5789,385.26315
14080,1613.6842,548.4211,369.4737
13773.685,1578.9474,536.8421,361.05264
13651.579,1564.2106,531.5789,357.89474
13582.105,1556.8422,529.4737,356.8421
13791.579,1581.0526,536.8421,362.10526
14130.526,1620,550.5263,370.5263
14346.315,1644.2106,558.9474,376.8421
14764.211,1692.6316,574.7368,387.3684
14972.632,1715.7894,583.1579,392.6316
15036.842,1723.1578,585.2632,394.73685
14928.421,1710.5264,581.0526,391.57895
14905.263,1708.421,581.0526,391.57895
14871.579,1704.2106,578.9474,390.5263
14832.632,1700,577.8947,389.4737
15045.263,1724.2106,586.3158,394.73685
15970.526,1830.5264,622.1053,418.94736
17057.895,1954.7368,664.2105,447.3684
17396.842,1993.6842,677.8947,456.8421
17436.842,1997.8948,678.9474,457.89474
17167.37,1967.3684,668.4211,450.5263
16670.525,1910.5264,649.4737,437.89474
15743.158,1804.2106,613.6842,413.6842
14648.421,1678.9474,570.5263,384.21054
13971.579,1601.0526,544.2105,366.3158
13632.632,1562.1052,530.5263,357.89474
13473.685,1544.2106,525.2632,353.6842
13457.895,1542.1052,524.2105,353.6842
13820,1584.2106,537.8947,363.1579
14768.421,1692.6316,575.7895,387.3684
16295.789,1867.3684,634.7368,427.3684
17263.158,1977.8948,672.6316,452.6316
17598.947,2016.8422,685.2632,462.10526
17810.525,2041.0526,693.6842,467.3684
17810.525,2041.0526,693.6842,467.3684
17817.895,2042.1052,693.6842,467.3684
17842.105,2044.2106,694.7368,468.42105
17865.264,2047.3684,695.7895,468.42105
17724.21,2031.579,690.5263,465.26315
17693.684,2027.3684,689.4737,464.21054
18476.842,2116.842,720,485.26315
19257.895,2206.3157,750.5263,505.26315
19331.578,2215.7896,752.6316,507.3684
19150.525,2194.7368,746.3158,502.10526
18814.736,2155.7896,732.6316,493.6842
18086.316,2072.6316,704.2105,474.73685
16883.158,1934.7368,657.8947,443.1579
15528.421,1780,605.2632,407.3684
14632.632,1676.8422,569.4737,384.21054
14072.632,1612.6316,548.4211,369.4737
13825.263,1584.2106,538.9474,363.1579
13772.632,1578.9474,536.8421,361.05264
13978.947,1602.1052,544.2105,367.3684
14915.789,1709.4736,581.0526,391.57895
16345.263,1872.6316,636.8421,429.4737
17425.264,1996.8422,678.9474,456.8421
17766.316,2035.7894,691.5789,466.3158
17931.578,2054.7368,698.9474,470.5263
17956.842,2057.8948,700,471.57895
17815.79,2042.1052,693.6842,467.3684
17812.63,2041.0526,693.6842,467.3684
17803.158,2040,693.6842,467.3684
17822.105,2042.1052,694.7368,467.3684
17960,2057.8948,700,471.57895
18898.947,2165.2632,735.7895,495.78946
19430.525,2226.3157,756.8421,509.4737
19504.21,2234.7368,760,511.57895
19273.684,2208.4211,750.5263,506.3158
18868.422,2162.1052,734.7368,494.73685
18029.475,2066.3157,702.1053,473.6842
16774.736,1922.1052,653.6842,440
15402.105,1765.2632,600,404.21054
14437.895,1654.7368,562.1053,378.94736
13834.737,1585.2632,538.9474,363.1579
13536.842,1551.579,527.3684,355.78946
13425.263,1538.9474,523.1579,352.6316
13630.526,1562.1052,530.5263,357.89474
14482.105,1660,564.2105,380
16035.789,1837.8948,624.2105,421.05264
