p80,p81,p82,p83
23501.053,2691.5789,915.7895,616.8421
22063.158,2527.3684,858.9474,578.9474
20125.264,2305.2632,784.2105,528.4211
18474.736,2116.842,720,485.26315
17226.316,1973.6842,670.5263,452.6316
16281.053,1865.2632,634.7368,427.3684
15644.211,1791.579,609.4737,410.5263
15422.105,1766.3158,601.0526,405.26315
15673.685,1794.7368,610.5263,411.57895
16888.422,1934.7368,657.8947,443.1579
18607.37,2131.5789,725.2632,488.42105
20388.422,2334.7368,793.6842,534.7368
21973.684,2516.842,855.7895,576.8421
23452.63,2686.3157,913.6842,615.7895
23574.736,2700,917.8947,618.9474
23574.736,2700,917.8947,618.9474
23574.736,2700,917.8947,618.9474
23574.736,2700,917.8947,618.9474
23574.736,2700,917.8947,618.9474
23574.736,2700,917.8947,618.9474
23574.736,2700,917.8947,618.9474
23574.736,2700,917.8947,618.9474
23574.736,2700,917.8947,618.9474
23574.736,2700,917.8947,618.9474
23468.422,2688.4211,913.6842,615.7895
21915.79,2510.5264,853.6842,574.7368
20027.37,2294.7368,780,525.2632
18348.422,2102.1052,714.7368,482.10526
17206.316,1970.5264,670.5263,451.57895
16282.105,1865.2632,634.7368,427.3684
15763.158,1805.2632,613.6842,413.6842
15522.105,1777.8948,604.2105,407.3684
15828.421,1812.6316,616.8421,415.78946
17055.79,1953.6842,664.2105,447.3684
18915.79,2166.3157,736.8421,496.8421
20635.79,2363.158,804.2105,542.1053
22161.053,2537.8948,863.1579,582.1053
23574.736,2700,917.8947,618.9474
23574.736,2700,917.8947,618.9474
23574.736,2700,917.8947,618.9474
23574.736,2700,917.8947,618.9474
23574.736,2700,917.8947,618.9474
23574.736,2700,917.8947,618.9474
23574.736,2700,917.8947,618.9474
23574.736,2700,917.8947,618.9474
23574.736,2700,917.8947,618.9474
23574.736,2700,917.8947,618.9474
23363.158,2676.842,910.5263,613.6842
22741.053,2605.2632,886.3158,596.8421
21281.053,2437.8948,829.4737,558.9474
19495.79,2233.6843,758.9474,511.57895
17860,2046.3158,695.7895,468.42105
16649.475,1907.3684,648.4211,436.8421
15676.842,1795.7894,610.5263,411.57895
15125.263,1732.6316,589.4737,396.8421
14885.263,1705.2632,580,390.5263
15107.368,1730.5264,588.4211,396.8421
16197.895,1854.7368,630.5263,425.26315
17765.264,2034.7368,691.5789,466.3158
19362.105,2217.8948,754.7368,508.42105
20725.264,2373.6843,807.3684,544.2105
22028.422,2523.158,857.8947,577.8947
22770.525,2608.4211,887.3684,597.8947
23223.158,2660,904.2105,609.4737
23569.475,2700,917.8947,618.9474
23574.736,2700,917.8947,618.9474
23574.736,2700,917.8947,618.9474
23574.736,2700,917.8947,618.9474
23558.947,2698.9473,917.8947,617.8947
22794.736,2611.5789,888.4211,597.8947
21835.79,2502.1052,850.5263,572.6316
20786.316,2381.0527,809.4737,545.2632
20038.947,2295.7896,781.0526,526.3158
18796.842,2153.6843,732.6316,493.6842
17172.63,1967.3684,668.4211,450.5263
15657.895,1793.6842,609.4737,410.5263
14549.474,1667.3684,566.3158,382.10526
13558.947,1553.6842,528.4211,355.78946
12975.789,1486.3158,505.26315,341.05264
12671.579,1451.579,493.6842,332.6316
12346.315,1414.7368,481.05264,324.21054
12666.315,1451.579,493.6842,332.6316
13381.053,1532.6316,521.0526,351.57895
14605.263,1672.6316,569.4737,383.1579
16064.211,1840,625.2632,422.10526
17467.37,2001.0526,680,458.94736
18620,2132.6316,725.2632,488.42105
19511.578,2234.7368,760,511.57895
20128.422,2305.2632,784.2105,528.4211
20723.158,2373.6843,807.3684,544.2105
21304.21,2440,829.4737,558.9474
21585.264,2472.6316,841.0526,566.3158
21673.684,2483.158,844.2105,568.4211
21315.79,2442.1052,830.5263,558.9474
20681.053,2369.4736,805.2632,543.1579
20429.475,2340,795.7895,535.7895
19612.63,2246.3157,764.2105,514.7368
18488.422,2117.8948,720,485.26315
17249.475,1975.7894,671.5789,452.6316
16058.947,1840,625.2632,421.05264
15105.263,1730.5264,588.4211,396.8421
14201.053,1626.3158,553.6842,372.6316
13527.368,1549.4736,527.3684,354.73685
12991.579,1488.421,506.3158,341.05264
12613.685,1445.2632,491.57895,331.57895
12664.211,1450.5264,493.6842,332.6316
13152.632,1506.3158,512.6316,345.26315
14088.421,1613.6842,548.4211,369.4737
14926.315,1709.4736,581.0526,391.57895
15668.421,1794.7368,610.5263,411.57895
16253.685,1862.1052,633.6842,426.3158
16512.63,1891.579,643.1579,433.6842
16823.158,1927.3684,655.7895,441.05264
17021.053,1949.4736,663.1579,446.3158
17386.316,1991.579,676.8421,456.8421
17630.525,2020,686.3158,463.1579
17813.684,2041.0526,693.6842,467.3684
17673.684,2025.2632,688.4211,464.21054
17256.842,1976.8422,672.6316,452.6316
16781.053,1922.1052,653.6842,440
16553.684,1896.8422,645.2632,434.73685
15923.158,1824.2106,620,417.89474
14621.053,1674.7368,569.4737,384.21054
13489.474,1545.2632,525.2632,353.6842
12649.474,1449.4736,492.6316,331.57895
12209.474,1398.9474,475.78946,320
11875.789,1360,462.10526,311.57895
11866.315,1358.9474,462.10526,311.57895
12249.474,1403.1578,476.8421,321.05264
13251.579,1517.8948,515.7895,347.3684
14551.579,1667.3684,567.3684,382.10526
15860,1816.8422,617.8947,415.78946
16790.525,1923.1578,653.6842,441.05264
17608.422,2016.8422,686.3158,462.10526
18066.316,2069.4736,704.2105,473.6842
18275.79,2093.6843,711.5789,480
18511.578,2121.0527,721.0526,486.3158
18597.895,2130.5264,724.2105,488.42105
18587.37,2129.4736,724.2105,487.3684
18381.053,2106.3157,715.7895,482.10526
18057.895,2069.4736,703.1579,473.6842
17645.264,2022.1052,687.3684,463.1579
17222.105,1973.6842,670.5263,451.57895
17110.525,1961.0526,666.3158,449.4737
16891.578,1935.7894,657.8947,443.1579
15960,1828.421,622.1053,418.94736
14595.789,1672.6316,568.4211,383.1579
13426.315,1538.9474,523.1579,352.6316
12661.053,1450.5264,493.6842,332.6316
11983.158,1372.6316,466.3158,314.73685
11752.632,1346.3158,457.89474,308.42105
11745.263,1345.2632,457.89474,308.42105
12009.474,1375.7894,467.3684,314.73685
12964.211,1485.2632,505.26315,340
14045.263,1609.4736,547.3684,368.42105
15145.263,1734.7368,589.4737,397.89474
15840,1814.7368,616.8421,415.78946
16285.263,1865.2632,634.7368,427.3684
16470.525,1887.3684,642.1053,432.6316
16561.053,1897.8948,645.2632,434.73685
16640,1906.3158,648.4211,436.8421
16584.21,1900,646.3158,434.73685
16525.264,1893.6842,644.2105,433.6842
16300,1867.3684,634.7368,427.3684
16127.368,1848.421,628.4211,423.1579
15785.263,1808.421,614.7368,414.73685
15695.789,1798.9474,611.5789,411.57895
15760,1806.3158,613.6842,413.6842
15504.211,1776.8422,604.2105,407.3684
14696.842,1684.2106,572.6316,385.26315
13583.158,1556.8422,529.4737,356.8421
12594.737,1443.1578,490.5263,330.5263
11902.105,1364.2106,463.1579,312.6316
11423.158,1308.421,445.26315,300
11221.053,1285.2632,436.8421,294.73685
11255.789,1289.4736,438.94736,295.78946
11702.105,1341.0526,455.78946,307.3684
12447.368,1426.3158,485.26315,326.3158
13508.421,1547.3684,526.3158,354.73685
14405.263,1650.5264,561.0526,377.89474
15030.526,1722.1052,585.2632,394.73685
15513.685,1777.8948,604.2105,407.3684
15741.053,1803.1578,613.6842,412.6316
15762.105,1806.3158,613.6842,413.6842
15741.053,1803.1578,613.6842,412.6316
15716.842,1801.0526,612.6316,412.6316
15541.053,1781.0526,605.2632,407.3684
15370.526,1761.0526,598.9474,403.1579
15221.053,1744.2106,592.6316,400
14943.158,1712.6316,582.1053,392.6316
14930.526,1710.5264,582.1053,391.57895
15105.263,1730.5264,588.4211,396.8421
15025.263,1722.1052,585.2632,394.73685
14315.789,1641.0526,557.8947,375.78946
13230.526,1515.7894,515.7895,347.3684
12365.263,1416.8422,482.10526,324.21054
11686.315,1338.9474,454.73685,306.3158
11236.842,1287.3684,437.89474,294.73685
10958.947,1255.7894,427.3684,287.3684
11082.105,1269.4736,431.57895,290.5263
11445.263,1311.579,446.3158,300
12325.263,1411.579,480,323.1579
13302.105,1524.2106,517.8947,349.4737
14229.474,1630.5264,554.7368,373.6842
14929.474,1710.5264,581.0526,391.57895
15516.842,1777.8948,604.2105,407.3684
15852.632,1815.7894,617.8947,415.78946
15960,1828.421,622.1053,418.94736
16030.526,1836.8422,624.2105,421.05264
16127.368,1848.421,628.4211,423.1579
15933.685,1825.2632,621.0526,417.89474
15828.421,1813.6842,616.8421,415.78946
15710.526,1800,611.5789,412.6316
15401.053,1765.2632,600,404.21054
15148.421,1735.7894,590.5263,397.89474
15169.474,1737.8948,590.5263,397.89474
15138.947,1734.7368,589.4737,396.8421
14431.579,1653.6842,562.1053,378.94736
13411.579,1536.8422,522.1053,351.57895
12405.263,1421.0526,483.1579,325.26315
11653.685,1335.7894,453.6842,306.3158
11073.685,1268.421,431.57895,290.5263
10834.737,1241.0526,422.10526,284.21054
10790.526,1235.7894,420,283.1579
10827.368,1241.0526,422.10526,284.21054
10983.158,1257.8948,427.3684,288.42105
11487.368,1315.7894,447.3684,301.05264
12483.158,1430.5264,486.3158,327.3684
13429.474,1538.9474,523.1579,352.6316
14156.842,1622.1052,551.5789,371.57895
14692.632,1683.1578,572.6316,385.26315
14954.737,1713.6842,582.1053,392.6316
15226.315,1744.2106,592.6316,400
15475.789,1773.6842,603.1579,406.3158
15633.685,1791.579,609.4737,410.5263
15728.421,1802.1052,612.6316,412.6316
15635.789,1791.579,609.4737,410.5263
15292.632,1752.6316,595.7895,401.05264
14871.579,1704.2106,578.9474,390.5263
14711.579,1685.2632,572.6316,386.3158
14661.053,1680,571.5789,385.26315
14127.368,1618.9474,550.5263,370.5263
13306.315,1524.2106,517.8947,349.4737
12449.474,1426.3158,485.26315,326.3158
11633.685,1332.6316,453.6842,305.26315
11016.842,1262.1052,429.4737,289.4737
10674.737,1223.1578,415.78946,280
10436.842,1195.7894,406.3158,273.6842
10307.368,1181.0526,401.05264,270.5263
10302.105,1180,401.05264,270.5263
10569.474,1210.5264,411.57895,277.89474
11166.315,1278.9474,434.73685,292.6316
11737.895,1345.2632,456.8421,308.42105
12283.158,1407.3684,478.94736,322.10526
12682.105,1453.6842,493.6842,332.6316
12897.895,1477.8948,502.10526,338.94736
12902.105,1478.9474,502.10526,338.94736
12834.737,1470.5264,500,336.8421
12769.474,1463.1578,497.89474,334.73685
12686.315,1453.6842,493.6842,332.6316
12661.053,1450.5264,493.6842,332.6316
12544.211,1437.8948,488.42105,329.4737
12431.579,1424.2106,484.21054,326.3158
12685.263,1453.6842,493.6842,332.6316
12649.474,1449.4736,492.6316,331.57895
12466.315,1428.421,485.26315,327.3684
12092.632,1385.2632,470.5263,317.89474
11448.421,1311.579,446.3158,300
10940,1253.6842,426.3158,287.3684
10430.526,1194.7368,406.3158,273.6842
10204.211,1169.4736,397.89474,267.3684
10035.789,1149.4736,390.5263,263.1579
9837.895,1127.3684,383.1579,257.89474
9891.579,1133.6842,385.26315,260
10250.526,1174.7368,398.94736,269.4737
10983.158,1257.8948,427.3684,288.42105
11755.789,1347.3684,457.89474,308.42105
12484.211,1430.5264,486.3158,327.3684
13189.474,1511.579,513.6842,346.3158
13638.947,1562.1052,531.5789,357.89474
14064.211,1611.579,547.3684,369.4737
14390.526,1648.421,561.0526,377.89474
14668.421,1680,571.5789,385.26315
14847.368,1701.0526,577.8947,389.4737
15029.474,1722.1052,585.2632,394.73685
15028.421,1722.1052,585.2632,394.73685
14884.211,1705.2632,580,390.5263
14832.632,1698.9474,577.8947,389.4737
14848.421,1701.0526,577.8947,389.4737
14291.579,1637.8948,556.8421,374.73685
13310.526,1525.2632,518.9474,349.4737
12411.579,1422.1052,483.1579,325.26315
11724.211,1343.1578,456.8421,307.3684
11383.158,1304.2106,443.1579,298.94736
11027.368,1263.1578,429.4737,289.4737
11202.105,1283.1578,436.8421,293.6842
11544.211,1322.1052,449.4737,303.1579
12543.158,1436.8422,488.42105,329.4737
13769.474,1576.8422,536.8421,361.05264
15129.474,1733.6842,589.4737,396.8421
16292.632,1866.3158,634.7368,427.3684
17224.21,1973.6842,670.5263,451.57895
17955.79,2056.842,698.9474,471.57895
18452.63,2113.6843,718.9474,484.21054
18950.525,2170.5264,737.8947,496.8421
19253.684,2205.2632,750.5263,505.26315
19382.105,2221.0527,754.7368,508.42105
19460,2229.4736,757.8947,510.5263
19430.525,2226.3157,756.8421,509.4737
19057.895,2183.158,742.1053,500
18632.63,2134.7368,726.3158,489.4737
18215.79,2087.3684,709.4737,477.89474
17860,2046.3158,695.7895,468.42105
16767.37,1921.0526,653.6842,440
15237.895,1746.3158,593.6842,400
13944.211,1597.8948,543.1579,366.3158
13061.053,1496.8422,508.42105,343.1579
12318.947,1411.579,480,323.1579
12030.526,1377.8948,468.42105,315.78946
11980,1372.6316,466.3158,314.73685
12276.842,1406.3158,477.89474,322.10526
13302.105,1524.2106,517.8947,349.4737
14522.105,1663.1578,565.2632,381.05264
15705.263,1798.9474,611.5789,412.6316
16664.21,1909.4736,649.4737,436.8421
17548.422,2010.5264,683.1579,461.05264
18254.736,2091.5789,711.5789,478.94736
18671.578,2138.9473,727.3684,490.5263
19042.105,2182.1052,742.1053,500
19053.684,2183.158,742.1053,500
18716.842,2144.2104,729.4737,491.57895
18331.578,2101.0527,713.6842,481.05264
17893.684,2050.5264,696.8421,469.4737
17441.053,1998.9474,678.9474,457.89474
17141.053,1964.2106,667.3684,449.4737
17104.21,1960,666.3158,448.42105
16751.578,1920,652.6316,440
15825.263,1813.6842,616.8421,415.78946
14466.315,1657.8948,563.1579,380
13418.947,1537.8948,523.1579,352.6316
12636.842,1448.421,492.6316,331.57895
12121.053,1388.421,472.6316,317.89474
11863.158,1358.9474,462.10526,311.57895
11913.685,1365.2632,464.21054,312.6316
12421.053,1423.1578,484.21054,326.3158
13338.947,1528.421,520,350.5263
14394.737,1649.4736,561.0526,377.89474
15254.737,1747.3684,594.7368,400
15908.421,1822.1052,620,417.89474
16374.737,1875.7894,637.8947,429.4737
16601.053,1902.1052,646.3158,435.78946
16812.63,1926.3158,654.7368,441.05264
16887.37,1934.7368,657.8947,443.1579
16897.895,1936.8422,657.8947,443.1579
16750.525,1920,652.6316,440
16621.053,1905.2632,647.3684,435.78946
16435.79,1883.1578,640,431.57895
16125.263,1848.421,628.4211,423.1579
15927.368,1825.2632,620,417.89474
15900,1822.1052,618.9474,416.8421
15776.842,1808.421,614.7368,413.6842
14946.315,1712.6316,582.1053,392.6316
13838.947,1586.3158,538.9474,363.1579
12913.685,1480,503.1579,338.94736
12207.368,1398.9474,475.78946,320
11748.421,1346.3158,457.89474,308.42105
11562.105,1325.2632,450.5263,303.1579
11596.842,1328.421,451.57895,304.21054
12045.263,1380,469.4737,315.78946
12975.789,1486.3158,505.26315,341.05264
14117.895,1617.8948,549.4737,370.5263
15222.105,1744.2106,592.6316,400
15996.842,1832.6316,623.1579,420
16757.895,1920,652.6316,440
17210.525,1971.579,670.5263,451.57895
17676.842,2025.2632,688.4211,464.21054
18095.79,2073.6843,705.2632,474.73685
18421.053,2110.5264,717.8947,483.1579
18660,2137.8948,727.3684,489.4737
18698.947,2142.1052,728.4211,490.5263
18536.842,2124.2104,722.1053,486.3158
18204.21,2086.3157,709.4737,477.89474
17923.158,2053.6843,697.8947,470.5263
17712.63,2029.4736,689.4737,465.26315
17514.736,2007.3684,682.1053,460
16597.895,1902.1052,646.3158,435.78946
15278.947,1750.5264,594.7368,401.05264
14189.474,1626.3158,552.6316,372.6316
13320,1526.3158,518.9474,349.4737
12703.158,1455.7894,494.73685,333.6842
12375.789,1417.8948,482.10526,325.26315
12309.474,1410.5264,480,323.1579
12698.947,1454.7368,494.73685,333.6842
13566.315,1554.7368,528.4211,355.78946
14716.842,1686.3158,573.6842,386.3158
15710.526,1800,611.5789,412.6316
16574.736,1898.9474,645.2632,434.73685
17227.37,1973.6842,671.5789,452.6316
17578.947,2013.6842,685.2632,461.05264
17790.525,2038.9474,692.6316,467.3684
18124.21,2076.842,706.3158,475.78946
18515.79,2122.1052,721.0526,486.3158
18810.525,2155.7896,732.6316,493.6842
18873.684,2163.158,734.7368,495.78946
19177.895,2197.8948,747.3684,503.1579
18912.63,2167.3684,736.8421,496.8421
18589.475,2130.5264,724.2105,488.42105
18356.842,2103.158,714.7368,482.10526
18211.578,2086.3157,709.4737,477.89474
17321.053,1984.2106,674.7368,454.73685
16073.685,1842.1052,626.3158,422.10526
14914.737,1708.421,581.0526,391.57895
14023.158,1606.3158,546.3158,368.42105
13291.579,1523.1578,517.8947,348.42105
12840,1470.5264,500,336.8421
12738.947,1458.9474,495.78946,334.73685
12668.421,1451.579,493.6842,332.6316
12736.842,1458.9474,495.78946,334.73685
13220,1514.7368,514.7368,347.3684
14310.526,1638.9474,557.8947,375.78946
15472.632,1772.6316,603.1579,406.3158
16563.158,1897.8948,645.2632,434.73685
17233.684,1973.6842,671.5789,452.6316
17636.842,2020,687.3684,463.1579
17928.422,2053.6843,697.8947,470.5263
18121.053,2075.7896,706.3158,475.78946
18260,2091.5789,711.5789,478.94736
18347.37,2102.1052,714.7368,481.05264
18369.475,2104.2104,715.7895,482.10526
18093.684,2072.6316,705.2632,474.73685
17523.158,2007.3684,682.1053,460
17088.422,1957.8948,665.2632,448.42105
16809.475,1926.3158,654.7368,441.05264
16050.526,1838.9474,625.2632,421.05264
14868.421,1703.1578,578.9474,390.5263
13789.474,1580,536.8421,362.10526
12841.053,1471.579,500,336.8421
12155.789,1392.6316,473.6842,318.94736
11634.737,1332.6316,453.6842,305.26315
11324.211,1297.8948,441.05264,296.8421
11058.947,1267.3684,430.5263,290.5263
10987.368,1258.9474,428.42105,288.42105
11392.632,1305.2632,444.21054,298.94736
12394.737,1420,483.1579,325.26315
13370.526,1531.579,521.0526,350.5263
14281.053,1635.7894,555.7895,374.73685
15001.053,1718.9474,584.2105,393.6842
15483.158,1773.6842,603.1579,406.3158
15932.632,1825.2632,621.0526,417.89474
16123.158,1847.3684,628.4211,423.1579
16260,1863.1578,633.6842,426.3158
16303.158,1867.3684,634.7368,428.42105
16421.053,1881.0526,640,430.5263
16288.421,1866.3158,634.7368,427.3684
15923.158,1824.2106,620,417.89474
15786.315,1808.421,614.7368,414.73685
15825.263,1812.6316,616.8421,415.78946
15218.947,1744.2106,592.6316,398.94736
14065.263,1611.579,548.4211,369.4737
13173.685,1509.4736,513.6842,345.26315
12428.421,1424.2106,484.21054,326.3158
12005.263,1375.7894,467.3684,314.73685
11801.053,1351.579,460,309.4737
11877.895,1361.0526,463.1579,311.57895
12341.053,1413.6842,481.05264,324.21054
13223.158,1514.7368,514.7368,347.3684
14491.579,1660,564.2105,380
15767.368,1806.3158,614.7368,413.6842
16711.578,1914.7368,650.5263,438.94736
17569.475,2012.6316,684.2105,461.05264
18164.21,2081.0527,707.3684,476.8421
18614.736,2132.6316,725.2632,488.42105
19175.79,2196.842,747.3684,503.1579
19492.63,2233.6843,758.9474,511.57895
19649.475,2251.5789,765.2632,515.7895
19786.316,2267.3684,770.5263,518.9474
19505.264,2234.7368,760,511.57895
18970.525,2173.6843,738.9474,497.89474
18343.158,2102.1052,714.7368,481.05264
17827.37,2043.1578,694.7368,467.3684
17382.105,1991.579,676.8421,455.78946
16201.053,1856.8422,631.5789,425.26315
14789.474,1694.7368,575.7895,388.42105
13514.737,1548.421,526.3158,354.73685
12698.947,1454.7368,494.73685,333.6842
12046.315,1380,469.4737,315.78946
11725.263,1343.1578,456.8421,307.3684
11688.421,1338.9474,455.78946,306.3158
12188.421,1396.8422,474.73685,320
13048.421,1494.7368,508.42105,342.10526
14064.211,1611.579,547.3684,369.4737
15172.632,1737.8948,590.5263,397.89474
15940,1826.3158,621.0526,417.89474
16720,1915.7894,651.5789,438.94736
17302.105,1982.1052,673.6842,453.6842
17728.422,2031.579,690.5263,465.26315
18142.105,2078.9473,706.3158,475.78946
18458.947,2114.7368,718.9474,484.21054
18436.842,2112.6316,717.8947,484.21054
18270.525,2093.6843,711.5789,480
18064.21,2069.4736,703.1579,473.6842
17645.264,2022.1052,687.3684,463.1579
17423.158,1996.8422,678.9474,456.8421
17429.475,1996.8422,678.9474,457.89474
17355.79,1988.421,675.7895,455.78946
16462.105,1886.3158,641.0526,431.57895
15256.842,1748.421,594.7368,400
14032.632,1607.3684,546.3158,368.42105
13269.474,1520,516.8421,348.42105
12771.579,1463.1578,497.89474,334.73685
12535.789,1435.7894,488.42105,329.4737
12681.053,1452.6316,493.6842,332.6316
13243.158,1516.8422,515.7895,347.3684
14107.368,1615.7894,549.4737,370.5263
15272.632,1749.4736,594.7368,401.05264
16325.263,1870.5264,635.7895,428.42105
17233.684,1973.6842,671.5789,452.6316
18164.21,2081.0527,707.3684,476.8421
18934.736,2169.4736,737.8947,496.8421
19772.63,2265.2632,770.5263,518.9474
20508.422,2349.4736,798.9474,537.8947
20908.422,2394.7368,814.7368,548.4211
21223.158,2430.5264,826.3158,556.8421
21369.475,2447.3684,832.6316,561.0526
21207.37,2429.4736,826.3158,556.8421
20851.578,2388.4211,812.6316,547.3684
20201.053,2314.7368,787.3684,530.5263
19702.105,2256.842,767.3684,516.8421
19171.578,2195.7896,746.3158,503.1579
18048.422,2067.3684,703.1579,473.6842
16500,1890.5264,643.1579,432.6316
15035.789,1723.1578,585.2632,394.73685
14043.158,1608.421,547.3684,368.42105
13301.053,1524.2106,517.8947,349.4737
12856.842,1472.6316,501.05264,337.89474
12737.895,1458.9474,495.78946,334.73685
13057.895,1495.7894,508.42105,343.1579
14037.895,1608.421,546.3158,368.42105
15288.421,1751.579,595.7895,401.05264
16447.37,1884.2106,641.0526,431.57895
17464.21,2001.0526,680,457.89474
18291.578,2095.7896,712.6316,480
18954.736,2171.5789,737.8947,497.89474
19365.264,2218.9473,754.7368,508.42105
19904.21,2280,775.7895,522.1053
20342.105,2330.5264,792.6316,533.6842
20290.525,2324.2104,790.5263,532.6316
20228.422,2316.842,788.4211,530.5263
19995.79,2290.5264,778.9474,525.2632
19228.422,2203.158,749.4737,504.21054
18604.21,2131.5789,724.2105,488.42105
18243.158,2089.4736,710.5263,478.94736
17967.37,2058.9473,700,471.57895
16838.947,1929.4736,655.7895,442.10526
15305.263,1753.6842,595.7895,402.10526
14078.947,1612.6316,548.4211,369.4737
13104.211,1501.0526,510.5263,344.21054
12457.895,1427.3684,485.26315,327.3684
12014.737,1376.8422,468.42105,315.78946
12031.579,1378.9474,468.42105,315.78946
12314.737,1410.5264,480,323.1579
13022.105,1491.579,507.3684,342.10526
14055.789,1610.5264,547.3684,368.42105
15134.737,1733.6842,589.4737,396.8421
15829.474,1813.6842,616.8421,415.78946
16311.579,1868.421,635.7895,428.42105
16520,1892.6316,643.1579,433.6842
16500,1890.5264,643.1579,432.6316
16550.525,1895.7894,644.2105,434.73685
16492.63,1889.4736,642.1053,432.6316
16362.105,1874.7368,637.8947,429.4737
15972.632,1830.5264,622.1053,418.94736
15585.263,1785.2632,607.3684,409.4737
15064.211,1726.3158,586.3158,395.78946
14809.474,1696.8422,576.8421,388.42105
14833.685,1700,577.8947,389.4737
14660,1680,571.5789,385.26315
14081.053,1613.6842,548.4211,369.4737
13076.842,1498.9474,509.4737,343.1579
12176.842,1395.7894,474.73685,320
11564.211,1325.2632,450.5263,303.1579
11034.737,1264.2106,429.4737,289.4737
10736.842,1230.5264,417.89474,282.10526
10601.053,1214.7368,412.6316,277.89474
10566.315,1210.5264,411.57895,276.8421
10708.421,1227.3684,416.8421,281.05264
11157.895,1277.8948,434.73685,292.6316
11951.579,1369.4736,465.26315,313.6842
12718.947,1456.8422,495.78946,333.6842
13322.105,1526.3158,518.9474,349.4737
13592.632,1556.8422,529.4737,356.8421
13743.158,1574.7368,535.7895,361.05264
13689.474,1568.421,533.6842,358.94736
13535.789,1550.5264,527.3684,355.78946
13402.105,1535.7894,522.1053,351.57895
13301.053,1524.2106,517.8947,349.4737
13280,1522.1052,516.8421,348.42105
13188.421,1511.579,513.6842,346.3158
13114.737,1503.1578,510.5263,344.21054
13393.685,1534.7368,522.1053,351.57895
13456.842,1542.1052,524.2105,353.6842
13035.789,1493.6842,507.3684,342.10526
12224.211,1401.0526,475.78946,321.05264
11625.263,1331.579,452.6316,305.26315
11105.263,1272.6316,432.6316,291.57895
10652.632,1221.0526,414.73685,280
10378.947,1189.4736,404.21054,272.6316
10255.789,1174.7368,400,269.4737
10130.526,1161.0526,394.73685,266.3158
10116.842,1158.9474,393.6842,265.26315
10326.315,1183.1578,402.10526,270.5263
11002.105,1261.0526,428.42105,288.42105
11710.526,1342.1052,455.78946,307.3684
12223.158,1400,475.78946,321.05264
12674.737,1452.6316,493.6842,332.6316
13027.368,1492.6316,507.3684,342.10526
13167.368,1508.421,512.6316,345.26315
13334.737,1528.421,518.9474,349.4737
13333.685,1527.3684,518.9474,349.4737
13455.789,1542.1052,524.2105,353.6842
13462.105,1543.1578,524.2105,353.6842
13435.789,1540,523.1579,352.6316
13449.474,1541.0526,524.2105,352.6316
13705.263,1570.5264,533.6842,360
13787.368,1580,536.8421,362.10526
13278.947,1522.1052,516.8421,348.42105
12464.211,1428.421,485.26315,327.3684
11804.211,1352.6316,460,309.4737
11220,1285.2632,436.8421,294.73685
11001.053,1261.0526,428.42105,288.42105
10790.526,1236.8422,420,283.1579
10971.579,1256.8422,427.3684,288.42105
11446.315,1311.579,446.3158,300
12401.053,1421.0526,483.1579,325.26315
13520,1548.421,526.3158,354.73685
14623.158,1675.7894,569.4737,384.21054
15505.263,1776.8422,604.2105,407.3684
16157.895,1851.579,629.4737,424.21054
16611.578,1903.1578,647.3684,435.78946
16889.475,1934.7368,657.8947,443.1579
17171.578,1967.3684,668.4211,450.5263
17384.21,1991.579,676.8421,455.78946
17474.736,2002.1052,681.0526,458.94736
17471.578,2002.1052,681.0526,458.94736
17333.684,1986.3158,674.7368,454.73685
16974.736,1945.2632,661.0526,445.26315
16595.79,1902.1052,646.3158,435.78946
16520,1892.6316,643.1579,433.6842
16409.475,1880,638.9474,430.5263
15478.947,1773.6842,603.1579,406.3158
14221.053,1629.4736,553.6842,373.6842
13147.368,1506.3158,512.6316,345.26315
12437.895,1425.2632,484.21054,326.3158
11898.947,1363.1578,463.1579,312.6316
11654.737,1335.7894,453.6842,306.3158
11695.789,1340,455.78946,307.3684
12133.685,1390.5264,472.6316,318.94736
13104.211,1501.0526,510.5263,344.21054
14267.368,1634.7368,555.7895,374.73685
15469.474,1772.6316,602.1053,406.3158
16391.578,1877.8948,638.9474,430.5263
17194.736,1969.4736,669.4737,451.57895
17702.105,2028.421,689.4737,464.21054
18133.684,2077.8948,706.3158,475.78946
18313.684,2097.8948,713.6842,481.05264
18302.105,2096.842,712.6316,480
18182.105,2083.158,708.4211,476.8421
17828.422,2043.1578,694.7368,468.42105
17453.684,2000,680,457.89474
17043.158,1952.6316,664.2105,447.3684
16851.578,1930.5264,656.8421,442.10526
17052.63,1953.6842,664.2105,447.3684
16848.422,1930.5264,656.8421,442.10526
15925.263,1824.2106,620,417.89474
14694.737,1684.2106,572.6316,385.26315
13745.263,1574.7368,535.7895,361.05264
12890.526,1476.8422,502.10526,337.89474
12400,1421.0526,483.1579,325.26315
12074.737,1383.1578,470.5263,316.8421
12111.579,1387.3684,471.57895,317.89474
12677.895,1452.6316,493.6842,332.6316
13624.211,1561.0526,530.5263,357.89474
14640,1676.8422,570.5263,384.21054
15664.211,1794.7368,610.5263,411.57895
16443.158,1884.2106,641.0526,431.57895
17105.264,1960,666.3158,448.42105
17503.158,2005.2632,682.1053,458.94736
17729.475,2031.579,690.5263,465.26315
17984.21,2060,701.0526,471.57895
18051.578,2068.4211,703.1579,473.6842
17914.736,2052.6316,697.8947,470.5263
